ort,plz,landkreis
Frankfurt am Main,60599,
Frankfurt am Main,65929,
Frankfurt am Main,65931,
Frankfurt am Main,65933,
Frankfurt am Main,65934,
Frankfurt am Main,65936,
Frankfurt (Oder),15230,
Frankfurt (Oder),15232,
Frankfurt (Oder),15234,
Frankfurt (Oder),15236,
Fränkisch-Crumbach,64407,Odenwaldkreis
Frankweiler,76833,Landkreis Südliche Weinstraße
Franzburg,18461,Landkreis Vorpommern-Rügen
Franzenheim,54316,Landkreis Trier-Saarburg
Frasdorf,83112,Landkreis Rosenheim
Frauenau,94258,Landkreis Regen
Frauenberg,55776,Landkreis Birkenfeld
Frauendorf,01945,Landkreis Oberspreewald-Lausitz
Frauenneuharting,83553,Landkreis Ebersberg
Frauenneuharting,83565,Landkreis Ebersberg
Frauenprießnitz,07774,Saale-Holzland-Kreis
Frauensee,36460,Wartburgkreis
Frauenstein,09623,Landkreis Mittelsachsen
Frauenwald,98711,Ilm-Kreis
Fraunberg,85447,Landkreis Erding
Fraureuth,08427,Landkreis Zwickau
Frechen,50226,Rhein-Erft-Kreis
Freckenfeld,76872,Landkreis Germersheim
Fredeburg,23909,Kreis Herzogtum Lauenburg
Fredenbeck,21717,Landkreis Stade
Freden (Leine),31084,Landkreis Hildesheim
Fredersdorf-Vogelsdorf,15370,Landkreis Märkisch-Oderland
Fredesdorf,23826,Kreis Segeberg
Freiamt,79348,Landkreis Emmendingen
Freiberg,09599,Landkreis Mittelsachsen
Freiberg am Neckar,71691,Landkreis Ludwigsburg
Freiburg (Elbe),21729,Landkreis Stade
Freiburg im Breisgau,79098,
Freiburg im Breisgau,79100,
Freiburg im Breisgau,79102,
Freiburg im Breisgau,79104,
Freiburg im Breisgau,79106,
Freiburg im Breisgau,79108,
Freiburg im Breisgau,79110,
Freiburg im Breisgau,79111,
Freiburg im Breisgau,79112,
Freiburg im Breisgau,79114,
Freiburg im Breisgau,79115,
Freiburg im Breisgau,79117,
Freienbessingen,99713,Kyffhäuserkreis
Freienhagen,37318,Landkreis Eichsfeld
Freienorla,07768,Saale-Holzland-Kreis
Freiensteinau,36399,Vogelsbergkreis
Freienwill,24991,Kreis Schleswig-Flensburg
Freigericht,63579,Main-Kinzig-Kreis
Freihung,92271,Landkreis Amberg-Sulzbach
Freilassing,83395,Landkreis Berchtesgadener Land
Frei-Laubersheim,55546,Landkreis Bad Kreuznach
Freilingen,56244,Westerwaldkreis
Freimersheim,55234,Landkreis Alzey-Worms
Freimersheim (Pfalz),67482,Landkreis Südliche Weinstraße
Freinsheim,67098,Landkreis Bad Dürkheim
Freinsheim,67251,Landkreis Bad Dürkheim
Freirachdorf,56244,Westerwaldkreis
Freisbach,67361,Landkreis Germersheim
Freisen,66629,Landkreis St. Wendel
Freising,85354,Landkreis Freising
Freising,85356,Landkreis Freising
Freistatt,27259,Landkreis Diepholz
Freital,01705,Landkreis Sächsische Schweiz-Osterzgebirge
Frellstedt,38373,Landkreis Helmstedt
Fremdingen,86742,Landkreis Donau-Ries
Frensdorf,96158,Landkreis Bamberg
Freren,49832,Landkreis Emsland
Fresenburg,49762,Landkreis Emsland
Fresendelf,25876,Kreis Nordfriesland
Frestedt,25727,Kreis Dithmarschen
Frettenheim,67596,Landkreis Alzey-Worms
Fretterode,37318,Landkreis Eichsfeld
Freudenberg,57258,Kreis Siegen-Wittgenstein
Freudenberg,97896,Main-Tauber-Kreis
Freudenberg,92272,Landkreis Amberg-Sulzbach
Freudenburg,54450,Landkreis Trier-Saarburg
Freudenstadt,72250,Landkreis Freudenstadt
Freudental,74392,Landkreis Ludwigsburg
Freyburg (Unstrut),06632,Burgenlandkreis
Freystadt,92342,Landkreis Neumarkt in der Oberpfalz
Freyung,94078,Landkreis Freyung-Grafenau
Frickenhausen,72636,Landkreis Esslingen
Frickenhausen a.Main,97252,Landkreis Würzburg
Frickingen,88699,Bodenseekreis
Fridingen an der Donau,78567,Landkreis Tuttlingen
Fridolfing,83413,Landkreis Traunstein
Friedberg,61169,Wetteraukreis
Friedberg (Bayern),86316,Landkreis Aichach-Friedberg
Friedeburg,26446,Landkreis Wittmund
Friedelshausen,98634,Landkreis Schmalkalden-Meiningen
Friedelsheim,67159,Landkreis Bad Dürkheim
Friedenfels,95688,Landkreis Tirschenreuth
Friedenweiler,79877,Landkreis Breisgau-Hochschwarzwald
Friedersdorf,98701,Ilm-Kreis
Friedewald,36289,Landkreis Hersfeld-Rotenburg
Friedewald,57520,Landkreis Altenkirchen
Friedland,15848,Landkreis Oder-Spree
Friedland,37133,Landkreis Göttingen
Friedland,17098,Landkreis Mecklenburgische Seenplatte
Friedrichroda,99894,Landkreis Gotha
Friedrichsdorf,61273,Hochtaunuskreis
Friedrichsdorf,61381,Hochtaunuskreis
Friedrichsgabekoog,25764,Kreis Dithmarschen
Friedrichsgraben,24799,Kreis Rendsburg-Eckernförde
Friedrichshafen,88045,Bodenseekreis
Friedrichshafen,88046,Bodenseekreis
Friedrichshafen,88048,Bodenseekreis
Friedrichsholm,24799,Kreis Rendsburg-Eckernförde
Friedrichskoog,25718,Kreis Dithmarschen
Friedrichsruhe,19089,Landkreis Ludwigslust-Parchim
Friedrichstadt,25840,Kreis Nordfriesland
Friedrichsthal,66299,Regionalverband Saarbrücken
Friedrichsthal,99735,Landkreis Nordhausen
Friedrichswalde,16247,Landkreis Barnim
Friedrichswerth,99869,Landkreis Gotha
Friedrich-Wilhelm-Lübke-Koog,25924,Kreis Nordfriesland
Frielendorf,34621,Schwalm-Eder-Kreis
Friemar,99869,Landkreis Gotha
Friesack,14662,Landkreis Havelland
Friesenhagen,51598,Landkreis Altenkirchen
Friesenheim,77948,Ortenaukreis
Friesenheim,55278,Landkreis Mainz-Bingen
Friesenried,87654,Landkreis Ostallgäu
Friesoythe,26169,Landkreis Cloppenburg
Friolzheim,71292,Enzkreis
Frittlingen,78665,Landkreis Tuttlingen
Fritzlar,34560,Schwalm-Eder-Kreis
Frohburg,04654,Landkreis Leipzig
Fröhnd,79677,Landkreis Lörrach
Frohnhofen,66903,Landkreis Kusel
Frohnsdorf,04618,Landkreis Altenburger Land
Frömmstedt,99638,Landkreis Sömmerda
Fröndenberg/Ruhr,58730,Kreis Unna
Fronhausen,35112,Landkreis Marburg-Biedenkopf
Fronhofen,55471,Rhein-Hunsrück-Kreis
Fronreute,88273,Landkreis Ravensburg
Frontenhausen,84160,Landkreis Dingolfing-Landau
Frücht,56132,Rhein-Lahn-Kreis
Fuchshofen,53533,Landkreis Ahrweiler
Fuchsmühl,95689,Landkreis Tirschenreuth
Fuchsstadt,97727,Landkreis Bad Kissingen
Fuchstal,86925,Landkreis Landsberg am Lech
Fuhlendorf,18356,Landkreis Vorpommern-Rügen
Fuhlendorf,24649,Kreis Segeberg
Fuhlenhagen,21493,Kreis Herzogtum Lauenburg
Fulda,36037,Landkreis Fulda
Fulda,36039,Landkreis Fulda
Fulda,36041,Landkreis Fulda
Fulda,36043,Landkreis Fulda
Fuldabrück,34277,Landkreis Kassel
Fuldatal,34127,Landkreis Kassel
Fuldatal,34233,Landkreis Kassel
Fünfseen,17213,Landkreis Mecklenburgische Seenplatte
Fünfstetten,86681,Landkreis Donau-Ries
Fürfeld,55546,Landkreis Bad Kreuznach
Fürstenau,49584,Landkreis Osnabrück
Fürstenberg,37699,Landkreis Holzminden
Fürstenberg/Havel,16798,Landkreis Oberhavel
Fürsteneck,94142,Landkreis Freyung-Grafenau
Fürstenfeldbruck,82256,Landkreis Fürstenfeldbruck
Fürstenstein,94538,Landkreis Passau
Fürstenwalde/Spree,15517,Landkreis Oder-Spree
Fürstenzell,94081,Landkreis Passau
Furth,84095,Landkreis Landshut
Fürth,90762,
Fürth,90763,
Fürth,90765,
Fürth,90766,
Fürth,90768,
Fürth,64658,Kreis Bergstraße
Fürthen,57539,Landkreis Altenkirchen
Furth im Wald,93437,Landkreis Cham
Furtwangen im Schwarzwald,78120,Schwarzwald-Baar-Kreis
Füssen,87629,Landkreis Ostallgäu
Fußgönheim,67136,Rhein-Pfalz-Kreis
Gablenz,02953,Landkreis Görlitz
Gablingen,86456,Landkreis Augsburg
Gabsheim,55288,Landkreis Alzey-Worms
Gachenbach,86565,Landkreis Neuburg-Schrobenhausen
Gackenbach,56412,Westerwaldkreis
Gadebusch,19205,Landkreis Nordwestmecklenburg
Gädheim,97503,Landkreis Haßberge
Gägelow,23968,Landkreis Nordwestmecklenburg
Gaggenau,76571,Landkreis Rastatt
Gaiberg,69251,Rhein-Neckar-Kreis
Gaienhofen,78343,Landkreis Konstanz
Gaildorf,74405,Landkreis Schwäbisch Hall
Gailingen am Hochrhein,78262,Landkreis Konstanz
Gaimersheim,85080,Landkreis Eichstätt
Gaißach,83674,Landkreis Bad Tölz-Wolfratshausen
Galenbeck,17099,Landkreis Mecklenburgische Seenplatte
Galenberg,56651,Landkreis Ahrweiler
Gallin,19258,Landkreis Ludwigslust-Parchim
Gallin-Kuppentin,19386,Landkreis Ludwigslust-Parchim
Gallmersgarten,91605,Landkreis Neustadt an der Aisch-Bad Windsheim
Galmsbüll,25899,Kreis Nordfriesland
Gamlen,56761,Landkreis Cochem-Zell
Gammelby,24340,Kreis Rendsburg-Eckernförde
Gammelin,19230,Landkreis Ludwigslust-Parchim
Gammelsdorf,85408,Landkreis Freising
Gammelshausen,73108,Landkreis Göppingen
Gammertingen,72501,Landkreis Sigmaringen
Ganderkesee,27777,Landkreis Oldenburg
Gandesbergen,27324,Landkreis Nienburg/Weser
Gangelt,52538,Kreis Heinsberg
Gangkofen,84140,Landkreis Rottal-Inn
Gangloffsömmern,99634,Landkreis Sömmerda
Ganzlin,19395,Landkreis Ludwigslust-Parchim
Gappenach,56294,Landkreis Mayen-Koblenz
Garbsen,30823,Region Hannover
Garbsen,30826,Region Hannover
Garbsen,30827,Region Hannover
Garching an der Alz,84518,Landkreis Altötting
Garching bei München,85748,Landkreis München
Gardelegen,39638,Altmarkkreis Salzwedel
Gardelegen,39646,Altmarkkreis Salzwedel
Gardelegen,39649,Altmarkkreis Salzwedel
Garding,25836,Kreis Nordfriesland
Garlstorf,21376,Landkreis Harburg
Garmisch-Partenkirchen,82467,Landkreis Garmisch-Partenkirchen
Garmisch-Partenkirchen,82475,Landkreis Garmisch-Partenkirchen
Garrel,49681,Landkreis Cloppenburg
Gars am Inn,83536,Landkreis Mühldorf am Inn
Gars am Inn,83546,Landkreis Mühldorf am Inn
Gars am Inn,83555,Landkreis Mühldorf am Inn
Gars am Inn,83559,Landkreis Mühldorf am Inn
Garstedt,21441,Landkreis Harburg
Gartow,29471,Landkreis Lüchow-Dannenberg
Gärtringen,71116,Landkreis Böblingen
Gartz (Oder),16307,Landkreis Uckermark
Garz,17419,Landkreis Vorpommern-Greifswald
Garzau-Garzin,15345,Landkreis Märkisch-Oderland
Garz/Rügen,18574,Landkreis Vorpommern-Rügen
Gattendorf,95185,Landkreis Hof
Gau-Algesheim,55435,Landkreis Mainz-Bingen
Gau-Bickelheim,55599,Landkreis Alzey-Worms
Gau-Bischofsheim,55296,Landkreis Mainz-Bingen
Gauern,07580,Landkreis Greiz
Gauersheim,67294,Donnersbergkreis
Gäufelden,71126,Landkreis Böblingen
Gaugrehweiler,67822,Donnersbergkreis
Gau-Heppenheim,55234,Landkreis Alzey-Worms
Gaukönigshofen,97253,Landkreis Würzburg
Gau-Odernheim,55239,Landkreis Alzey-Worms
Gaushorn,25782,Kreis Dithmarschen
Gauting,82131,Landkreis Starnberg
Gau-Weinheim,55578,Landkreis Alzey-Worms
Gebenbach,92274,Landkreis Amberg-Sulzbach
Gebesee,99189,Landkreis Sömmerda
Gebhardshain,57580,Landkreis Altenkirchen
Gebroth,55595,Landkreis Bad Kreuznach
Gebsattel,91607,Landkreis Ansbach
Gechingen,75391,Landkreis Calw
Gedern,63688,Wetteraukreis
Geeste,49744,Landkreis Emsland
Geesthacht,21502,Kreis Herzogtum Lauenburg
Geestland,27607,Landkreis Cuxhaven
Geestland,27624,Landkreis Cuxhaven
Gefell,54552,Landkreis Vulkaneifel
Gefell,07926,Saale-Orla-Kreis
Gefrees,95482,Landkreis Bayreuth
Gehlberg,98559,Ilm-Kreis
Gehlert,57627,Westerwaldkreis
Gehlsbach,19386,Landkreis Ludwigslust-Parchim
Gehlweiler,55490,Rhein-Hunsrück-Kreis
Gehofen,06571,Kyffhäuserkreis
Gehrde,49596,Landkreis Osnabrück
Gehrden,30989,Region Hannover
Gehren,98708,Ilm-Kreis
Gehrweiler,67724,Donnersbergkreis
Geichlingen,54675,Eifelkreis Bitburg-Prüm
Geiersthal,94244,Landkreis Regen
Geilenkirchen,52511,Kreis Heinsberg
Geilnau,56379,Rhein-Lahn-Kreis
Geisa,36419,Wartburgkreis
Geiselbach,63826,Landkreis Aschaffenburg
Geiselberg,67715,Landkreis Südwestpfalz
Geiselhöring,94333,Landkreis Straubing-Bogen
Geiselwind,96160,Landkreis Kitzingen
Geisenfeld,85290,Landkreis Pfaffenhofen an der Ilm
Geisenhain,07646,Saale-Holzland-Kreis
Geisenhausen,84144,Landkreis Landshut
Geisenheim,65366,Rheingau-Taunus-Kreis
Geisfeld,54413,Landkreis Trier-Saarburg
Geisig,56357,Rhein-Lahn-Kreis
Geisingen,78187,Landkreis Tuttlingen
Geisleden,37308,Landkreis Eichsfeld
Geislingen,72351,Zollernalbkreis
Geislingen an der Steige,73312,Landkreis Göppingen
Geismar,37308,Landkreis Eichsfeld
Geithain,04643,Landkreis Leipzig
Gelbensande,18182,Landkreis Rostock
Gelchsheim,97255,Landkreis Würzburg
Geldern,47608,Kreis Kleve
Geldersheim,97505,Landkreis Schweinfurt
Gelenau/Erzgeb.,09423,Erzgebirgskreis
Gelenberg,53539,Landkreis Vulkaneifel
Gelnhausen,63571,Main-Kinzig-Kreis
Gelnhausen,63589,Main-Kinzig-Kreis
Gelsenkirchen,45879,
Gelsenkirchen,45881,
Gelsenkirchen,45883,
Gelsenkirchen,45884,
Gelsenkirchen,45886,
Gelsenkirchen,45888,
Gelsenkirchen,45889,
Gelsenkirchen,45891,
Gelsenkirchen,45892,
Gelsenkirchen,45894,
Gelsenkirchen,45896,
Gelsenkirchen,45897,
Gelsenkirchen,45899,
Geltendorf,82269,Landkreis Landsberg am Lech
Gelting,24395,Kreis Schleswig-Flensburg
Geltorf,24884,Kreis Schleswig-Flensburg
Gemmerich,56357,Rhein-Lahn-Kreis
Gemmingen,75050,Landkreis Heilbronn
Gemmrigheim,74376,Landkreis Ludwigsburg
Gemünd,54673,Eifelkreis Bitburg-Prüm
Gemünden,35285,Landkreis Waldeck-Frankenberg
Gemünden,56459,Westerwaldkreis
Gemünden,55490,Rhein-Hunsrück-Kreis
Gemünden am Main,97737,Landkreis Main-Spessart
Gemünden (Felda),35329,Vogelsbergkreis
Genderkingen,86682,Landkreis Donau-Ries
Gengenbach,77723,Ortenaukreis
Gensingen,55457,Landkreis Mainz-Bingen
Genthin,39291,Landkreis Jerichower Land
Genthin,39307,Landkreis Jerichower Land
Gentingen,54675,Eifelkreis Bitburg-Prüm
Genzkow,17099,Landkreis Mecklenburgische Seenplatte
Georgenberg,92697,Landkreis Neustadt an der Waldnaab
Georgensgmünd,91166,Landkreis Roth
Georgenthal,99887,Landkreis Gotha
Georgsdorf,49828,Landkreis Grafschaft Bentheim
Georgsmarienhütte,49124,Landkreis Osnabrück
Gera,07545,
Gera,07546,
Gera,07548,
Gera,07549,
Gera,07551,
Gera,07552,
Gera,07554,
Gera,07557,
Geraberg,98716,Ilm-Kreis
Gerabronn,74582,Landkreis Schwäbisch Hall
Gerach,96161,Landkreis Bamberg
Gerach,55743,Landkreis Birkenfeld
Geratskirchen,84552,Landkreis Rottal-Inn
Gerbach,67813,Donnersbergkreis
Gerbershausen,37318,Landkreis Eichsfeld
Gerbrunn,97218,Landkreis Würzburg
Gerbstedt,06347,Landkreis Mansfeld-Südharz
Gerdau,29581,Landkreis Uelzen
Gerdshagen,16928,Landkreis Prignitz
Geretsried,82538,Landkreis Bad Tölz-Wolfratshausen
Gerhardsbrunn,66851,Landkreis Kaiserslautern
Gerhardsbrunn,66894,Landkreis Kaiserslautern
Gerhardshofen,91466,Landkreis Neustadt an der Aisch-Bad Windsheim
Gering,56751,Landkreis Mayen-Koblenz
Geringswalde,09326,Landkreis Mittelsachsen
Gerlingen,70839,Landkreis Ludwigsburg
Germaringen,87656,Landkreis Ostallgäu
Germering,82110,Landkreis Fürstenfeldbruck
Germersheim,76726,Landkreis Germersheim
Gernrode,37339,Landkreis Eichsfeld
Gernsbach,76593,Landkreis Rastatt
Gernsheim,64579,Kreis Groß-Gerau
Geroda,97779,Landkreis Bad Kissingen
Geroda,07819,Saale-Orla-Kreis
Geroldsgrün,95179,Landkreis Hof
Geroldshausen,97256,Landkreis Würzburg
Gerolfingen,91726,Landkreis Ansbach
Gerolsbach,85302,Landkreis Pfaffenhofen an der Ilm
Gerolsheim,67229,Landkreis Bad Dürkheim
Gerolstein,54568,Landkreis Vulkaneifel
Gerolzhofen,97447,Landkreis Schweinfurt
Gersdorf,09355,Landkreis Zwickau
Gersfeld,36129,Landkreis Fulda
Gersheim,66453,Saarpfalz-Kreis
Gersten,49838,Landkreis Emsland
Gerstenberg,04617,Landkreis Altenburger Land
Gerstengrund,36419,Wartburgkreis
Gerstetten,89547,Landkreis Heidenheim
Gersthofen,86368,Landkreis Augsburg
Gerstungen,99834,Wartburgkreis
Gerswalde,17268,Landkreis Uckermark
Gerterode,37355,Landkreis Eichsfeld
Gertewitz,07389,Saale-Orla-Kreis
Gerzen,84175,Landkreis Landshut
Geschendorf,23815,Kreis Segeberg
Gescher,48712,Kreis Borken
Geschwenda,98716,Ilm-Kreis
Gesees,95494,Landkreis Bayreuth
Geseke,59590,Kreis Soest
Geslau,91608,Landkreis Ansbach
Gessertshausen,86459,Landkreis Augsburg
Gestratz,88167,Landkreis Lindau
Getelo,49843,Landkreis Grafschaft Bentheim
Gettorf,24214,Kreis Rendsburg-Eckernförde
Gevelsberg,58285,Ennepe-Ruhr-Kreis
Gevenich,56825,Landkreis Cochem-Zell
Gevensleben,38384,Landkreis Helmstedt
Geyer,09468,Erzgebirgskreis
Giebelstadt,97232,Landkreis Würzburg
Gieboldehausen,37434,Landkreis Göttingen
Giekau,24321,Kreis Plön
Gieleroth,57610,Landkreis Altenkirchen
Gielert,54424,Landkreis Bernkastel-Wittlich
Gielow,17139,Landkreis Mecklenburgische Seenplatte
Giengen an der Brenz,89522,Landkreis Heidenheim
Giengen an der Brenz,89537,Landkreis Heidenheim
Gierschnach,56294,Landkreis Mayen-Koblenz
Giershausen,57632,Landkreis Altenkirchen
Giersleben,06449,Salzlandkreis
Gierstädt,99100,Landkreis Gotha
Giesdorf,54614,Eifelkreis Bitburg-Prüm
Giesen,31180,Landkreis Hildesheim
Giesenhausen,57612,Westerwaldkreis
Giesensdorf,23909,Kreis Herzogtum Lauenburg
Gießen,35390,Landkreis Gießen
Gießen,35392,Landkreis Gießen
Gießen,35394,Landkreis Gießen
Gießen,35396,Landkreis Gießen
Gießen,35398,Landkreis Gießen
Gifhorn,38518,Landkreis Gifhorn
Gifhorn,38559,Landkreis Gifhorn
Gilching,82205,Landkreis Starnberg
Gillenbeuren,56825,Landkreis Cochem-Zell
Gillenfeld,54558,Landkreis Vulkaneifel
Gillersdorf,98701,Ilm-Kreis
Gilserberg,34630,Schwalm-Eder-Kreis
Gilten,29690,Landkreis Heidekreis
Gilzem,54298,Eifelkreis Bitburg-Prüm
Gimbsheim,67578,Landkreis Alzey-Worms
Gimbweiler,55767,Landkreis Birkenfeld
Gindorf,54657,Eifelkreis Bitburg-Prüm
Gingen an der Fils,73333,Landkreis Göppingen
Gingst,18569,Landkreis Vorpommern-Rügen
Ginsheim-Gustavsburg,65462,Kreis Groß-Gerau
Ginsweiler,67742,Landkreis Kusel
Gipperath,54533,Landkreis Bernkastel-Wittlich
Girkenroth,56459,Westerwaldkreis
Girod,56412,Westerwaldkreis
Gischow,19386,Landkreis Ludwigslust-Parchim
Gladbach,54518,Landkreis Bernkastel-Wittlich
Gladbeck,45964,Kreis Recklinghausen
Gladbeck,45966,Kreis Recklinghausen
Gladbeck,45968,Kreis Recklinghausen
Gladenbach,35075,Landkreis Marburg-Biedenkopf
Glanbrücken,66887,Landkreis Kusel
Glandorf,49219,Landkreis Osnabrück
Glan-Münchweiler,66907,Landkreis Kusel
Glasau,23719,Kreis Segeberg
Glasehausen,37308,Landkreis Eichsfeld
Glasewitz,18276,Landkreis Rostock
Glashütte,01768,Landkreis Sächsische Schweiz-Osterzgebirge
Glashütten,61479,Hochtaunuskreis
Glashütten,95496,Landkreis Bayreuth
Glasin,23992,Landkreis Nordwestmecklenburg
Glasow,17322,Landkreis Vorpommern-Greifswald
Glattbach,63864,Landkreis Aschaffenburg
Glatten,72293,Landkreis Freudenstadt
Glaubitz,01612,Landkreis Meißen
Glauburg,63695,Wetteraukreis
Glauchau,08371,Landkreis Zwickau
Glees,56653,Landkreis Ahrweiler
Gleichen,37130,Landkreis Göttingen
Gleina,06632,Burgenlandkreis
Gleiritsch,92723,Landkreis Schwandorf
Gleißenberg,93477,Landkreis Cham
Gleisweiler,76835,Landkreis Südliche Weinstraße
Gleiszellen-Gleishorbach,76889,Landkreis Südliche Weinstraße
Glewitz,18513,Landkreis Vorpommern-Rügen
Glienicke/Nordbahn,16548,Landkreis Oberhavel
Glinde,21509,Kreis Stormarn
Glonn,85625,Landkreis Ebersberg
Glött,89353,Landkreis Dillingen an der Donau
Glottertal,79286,Landkreis Breisgau-Hochschwarzwald
Glowe,18551,Landkreis Vorpommern-Rügen
Glücksburg,24960,Kreis Schleswig-Flensburg
Glückstadt,25348,Kreis Steinburg
Glüsing,25779,Kreis Dithmarschen
Gmund,83703,Landkreis Miesbach
Gnarrenburg,27442,Landkreis Rotenburg (Wümme)
Gneus,07646,Saale-Holzland-Kreis
Gneven,19065,Landkreis Ludwigslust-Parchim
Gnevkow,17089,Landkreis Mecklenburgische Seenplatte
Gnewitz,18195,Landkreis Rostock
Gnoien,17179,Landkreis Rostock
Gnotzheim,91728,Landkreis Weißenburg-Gunzenhausen
Gnutz,24622,Kreis Rendsburg-Eckernförde
Goch,47574,Kreis Kleve
Gochsheim,97469,Landkreis Schweinfurt
Göcklingen,76831,Landkreis Südliche Weinstraße
Göda,02633,Landkreis Bautzen
Goddert,56244,Westerwaldkreis
Godendorf,17237,Landkreis Mecklenburgische Seenplatte
Gödenroth,56290,Rhein-Hunsrück-Kreis
Gödenstorf,21376,Landkreis Harburg
Goethestadt Bad Lauchstädt,06246,Saalekreis
Göggingen,73571,Ostalbkreis
Göhl,23758,Kreis Ostholstein
Göhlen,19288,Landkreis Ludwigslust-Parchim
Göhrde,29473,Landkreis Lüchow-Dannenberg
Göhren,18586,Landkreis Vorpommern-Rügen
Göhren,04603,Landkreis Altenburger Land
Göhren-Lebbin,17213,Landkreis Mecklenburgische Seenplatte
Gohrisch,01824,Landkreis Sächsische Schweiz-Osterzgebirge
Gokels,25557,Kreis Rendsburg-Eckernförde
Golchen,17089,Landkreis Mecklenburgische Seenplatte
Goldbach,63773,Landkreis Aschaffenburg
Goldbach,99869,Landkreis Gotha
Goldbeck,39596,Landkreis Stendal
Goldberg,19399,Landkreis Ludwigslust-Parchim
Goldebek,25862,Kreis Nordfriesland
Goldelund,25862,Kreis Nordfriesland
Göldenitz,23919,Kreis Herzogtum Lauenburg
Goldenstedt,49424,Landkreis Vechta
Goldisthal,98746,Landkreis Sonneberg
Goldkronach,95497,Landkreis Bayreuth
Gölenkamp,49843,Landkreis Grafschaft Bentheim
Gollenberg,55767,Landkreis Birkenfeld
Gollenberg,14728,Landkreis Havelland
Göllheim,67307,Donnersbergkreis
Gollhofen,97258,Landkreis Neustadt an der Aisch-Bad Windsheim
Göllnitz,04626,Landkreis Altenburger Land
Golmbach,37640,Landkreis Holzminden
Golmsdorf,07751,Saale-Holzland-Kreis
Golßen,15938,Landkreis Dahme-Spreewald
Goltoft,24864,Kreis Schleswig-Flensburg
Golzow,14778,Landkreis Potsdam-Mittelmark
Golzow,15328,Landkreis Märkisch-Oderland
Gomadingen,72532,Landkreis Reutlingen
Gomaringen,72810,Landkreis Tübingen
Gommern,39175,Landkreis Jerichower Land
Gommern,39245,Landkreis Jerichower Land
Gommern,39264,Landkreis Jerichower Land
Gommern,39279,Landkreis Jerichower Land
Gommern,39291,Landkreis Jerichower Land
Gommersheim,67377,Landkreis Südliche Weinstraße
Gompertshausen,98663,Landkreis Hildburghausen
Gonbach,67724,Donnersbergkreis
Gondelsheim,75053,Landkreis Karlsruhe
Gondenbrett,54595,Eifelkreis Bitburg-Prüm
Gondershausen,56283,Rhein-Hunsrück-Kreis
Gondorf,54647,Eifelkreis Bitburg-Prüm
Gönnebek,24610,Kreis Segeberg
Gönnersdorf,53498,Landkreis Ahrweiler
Gönnersdorf,54584,Landkreis Vulkaneifel
Gönnheim,67161,Landkreis Bad Dürkheim
Goosefeld,24340,Kreis Rendsburg-Eckernförde
Göpfersdorf,04618,Landkreis Altenburger Land
Göppingen,73033,Landkreis Göppingen
Göppingen,73035,Landkreis Göppingen
Göppingen,73037,Landkreis Göppingen
Göppingen,73116,Landkreis Göppingen
Gorden-Staupitz,03238,Landkreis Elbe-Elster
Görgeshausen,56412,Westerwaldkreis
Görisried,87657,Landkreis Ostallgäu
Göritz,17291,Landkreis Uckermark
Görkwitz,07907,Saale-Orla-Kreis
Gorleben,29475,Landkreis Lüchow-Dannenberg
Görlitz,02826,Landkreis Görlitz
Görlitz,02827,Landkreis Görlitz
Görlitz,02828,Landkreis Görlitz
Gorlosen,19294,Landkreis Ludwigslust-Parchim
Görmin,17121,Landkreis Vorpommern-Greifswald
Gornau,09405,Erzgebirgskreis
Gornau,09437,Erzgebirgskreis
Gornau,09573,Erzgebirgskreis
Gornhausen,54472,Landkreis Bernkastel-Wittlich
Gornsdorf,09390,Erzgebirgskreis
Görsbach,99765,Landkreis Nordhausen
Gorsleben,06577,Kyffhäuserkreis
Görwihl,79733,Landkreis Waldshut
Gorxheimertal,69517,Kreis Bergstraße
Görzke,14828,Landkreis Potsdam-Mittelmark
Göschitz,07907,Saale-Orla-Kreis
Goseck,06667,Burgenlandkreis
Gösen,07607,Saale-Holzland-Kreis
Gosen-Neu Zittau,15537,Landkreis Oder-Spree
